ID,착과량(int),수고(m),수관폭1(min),수관폭2(max),수관폭평균,2022-09-01 새순,2022-09-02 새순,2022-09-03 새순,2022-09-04 새순,2022-09-05 새순,2022-09-06 새순,2022-09-07 새순,2022-09-08 새순,2022-09-09 새순,2022-09-10 새순,2022-09-11 새순,2022-09-12 새순,2022-09-13 새순,2022-09-14 새순,2022-09-15 새순,2022-09-16 새순,2022-09-17 새순,2022-09-18 새순,2022-09-19 새순,2022-09-20 새순,2022-09-21 새순,2022-09-22 새순,2022-09-23 새순,2022-09-24 새순,2022-09-25 새순,2022-09-26 새순,2022-09-27 새순,2022-09-28 새순,2022-09-29 새순,2022-09-30 새순,2022-10-01 새순,2022-10-02 새순,2022-10-03 새순,2022-10-04 새순,2022-10-05 새순,2022-10-06 새순,2022-10-07 새순,2022-10-08 새순,2022-10-09 새순,2022-10-10 새순,2022-10-11 새순,2022-10-12 새순,2022-10-13 새순,2022-10-14 새순,2022-10-15 새순,2022-10-16 새순,2022-10-17 새순,2022-10-18 새순,2022-10-19 새순,2022-10-20 새순,2022-10-21 새순,2022-10-22 새순,2022-10-23 새순,2022-10-24 새순,2022-10-25 새순,2022-10-26 새순,2022-10-27 새순,2022-10-28 새순,2022-10-29 새순,2022-10-30 새순,2022-10-31 새순,2022-11-01 새순,2022-11-02 새순,2022-11-03 새순,2022-11-04 새순,2022-11-05 새순,2022-11-06 새순,2022-11-07 새순,2022-11-08 새순,2022-11-09 새순,2022-11-10 새순,2022-11-11 새순,2022-11-12 새순,2022-11-13 새순,2022-11-14 새순,2022-11-15 새순,2022-11-16 새순,2022-11-17 새순,2022-11-18 새순,2022-11-19 새순,2022-11-20 새순,2022-11-21 새순,2022-11-22 새순,2022-11-23 새순,2022-11-24 새순,2022-11-25 새순,2022-11-26 새순,2022-11-27 새순,2022-11-28 새순,2022-09-01 엽록소,2022-09-02 엽록소,2022-09-03 엽록소,2022-09-04 엽록소,2022-09-05 엽록소,2022-09-06 엽록소,2022-09-07 엽록소,2022-09-08 엽록소,2022-09-09 엽록소,2022-09-10 엽록소,2022-09-11 엽록소,2022-09-12 엽록소,2022-09-13 엽록소,2022-09-14 엽록소,2022-09-15 엽록소,2022-09-16 엽록소,2022-09-17 엽록소,2022-09-18 엽록소,2022-09-19 엽록소,2022-09-20 엽록소,2022-09-21 엽록소,2022-09-22 엽록소,2022-09-23 엽록소,2022-09-24 엽록소,2022-09-25 엽록소,2022-09-26 엽록소,2022-09-27 엽록소,2022-09-28 엽록소,2022-09-29 엽록소,2022-09-30 엽록소,2022-10-01 엽록소,2022-10-02 엽록소,2022-10-03 엽록소,2022-10-04 엽록소,2022-10-05 엽록소,2022-10-06 엽록소,2022-10-07 엽록소,2022-10-08 엽록소,2022-10-09 엽록소,2022-10-10 엽록소,2022-10-11 엽록소,2022-10-12 엽록소,2022-10-13 엽록소,2022-10-14 엽록소,2022-10-15 엽록소,2022-10-16 엽록소,2022-10-17 엽록소,2022-10-18 엽록소,2022-10-19 엽록소,2022-10-20 엽록소,2022-10-21 엽록소,2022-10-22 엽록소,2022-10-23 엽록소,2022-10-24 엽록소,2022-10-25 엽록소,2022-10-26 엽록소,2022-10-27 엽록소,2022-10-28 엽록소,2022-10-29 엽록소,2022-10-30 엽록소,2022-10-31 엽록소,2022-11-01 엽록소,2022-11-02 엽록소,2022-11-03 엽록소,2022-11-04 엽록소,2022-11-05 엽록소,2022-11-06 엽록소,2022-11-07 엽록소,2022-11-08 엽록소,2022-11-09 엽록소,2022-11-10 엽록소,2022-11-11 엽록소,2022-11-12 엽록소,2022-11-13 엽록소,2022-11-14 엽록소,2022-11-15 엽록소,2022-11-16 엽록소,2022-11-17 엽록소,2022-11-18 엽록소,2022-11-19 엽록소,2022-11-20 엽록소,2022-11-21 엽록소,2022-11-22 엽록소,2022-11-23 엽록소,2022-11-24 엽록소,2022-11-25 엽록소,2022-11-26 엽록소,2022-11-27 엽록소,2022-11-28 엽록소
TRAIN_0269,103,282.0,419.0,464.0,441.5,4.6,4.6,4.6,4.5,4.5,4.4,4.4,4.3,4.3,4.2,4.2,4.1,4.1,4.0,4.0,3.9,3.9,3.8,3.8,3.7,3.7,3.7,3.6,3.6,3.5,3.5,3.4,3.4,3.3,3.3,3.2,3.2,3.1,3.1,3.0,3.0,2.9,2.9,2.8,2.8,2.7,2.7,2.6,2.6,2.5,2.5,2.4,2.4,2.3,2.3,2.2,2.2,2.1,2.1,2.0,2.0,1.9,1.9,1.8,1.8,1.7,1.7,1.6,1.6,1.6,1.5,1.5,1.4,1.4,1.3,1.3,1.2,1.2,1.1,1.1,1.0,1.0,0.9,0.9,0.9,0.8,0.8,0.7,0.7,0.6,0.6,0.5,0.0,0.0,71.95896793608456,71.77270714172914,71.76870337398188,71.7612840137809,71.7436050317985,71.60555022584653,71.52655677449944,71.45597706196689,71.40537040877325,71.28296900702935,71.27422950280052,71.21651287719118,71.14008483904199,71.09419305262354,70.96132827030176,70.87337571428677,70.73856574037735,70.62270836035766,70.4743611125815,70.46801826819305,70.46331527368062,70.2992690133429,70.1341712224778,70.12010746300916,70.07796447483165,70.03539899789827,69.9751743305849,69.82565210090591,69.66371766665566,69.61151000397531,69.53020121281395,69.40159169257522,69.32444967645282,69.31655569883442,69.29580155920279,69.26580586810533,69.1925157255172,68.99257591658612,68.86913747906922,68.72673382898984,68.64715318999461,68.59848027934507,68.52799018877108,68.48154374369552,68.34415976633896,68.1589532872195,67.97782018730456,67.97505862051442,67.8768284017111,67.67746962635141,67.65199251634033,67.58180371038839,67.48140767289944,67.28472910789094,67.14655611625331,67.02873574078127,66.9327990354153,66.89458419356009,66.7630142151939,66.70162659794087,66.66325856610287,66.48295263674115,66.41903979036711,66.41713243533277,66.41192353759445,66.35888962009079,66.27567398500965,66.11070385922984,65.9521630589935,65.94895209488327,65.75792395912839,65.66763222192263,65.53483289919646,65.37047993404646,65.30382031189244,65.26557557103999,65.22582964468793,65.02829972783032,64.91075712090611,64.79404403413848,64.76906174648713,64.75617934652227,64.65415440083359,64.52303107865106,64.4210650880304,64.38640683909794,64.35295166047462,64.24254190162867,64.04561461849826
TRAIN_0270,387,243.0,316.0,327.0,321.5,4.1,4.1,4.0,4.0,3.9,3.9,3.9,3.8,3.8,3.7,3.7,3.7,3.6,3.6,3.5,3.5,3.4,3.4,3.4,3.3,3.3,3.2,3.2,3.1,3.1,3.1,3.0,3.0,2.9,2.9,2.9,2.8,2.8,2.7,2.7,2.6,2.6,2.5,2.5,2.5,2.4,2.4,2.3,2.3,2.2,2.2,2.2,2.1,2.1,2.0,2.0,2.0,1.9,1.9,1.8,1.8,1.7,1.7,1.7,1.6,1.6,1.5,1.5,1.5,1.4,1.4,1.3,1.3,1.3,1.2,1.2,1.1,1.1,1.1,1.0,1.0,0.9,0.9,0.8,0.8,0.8,0.7,0.7,0.6,0.6,0.6,0.5,0.0,0.0,74.01770326938657,73.90611013706572,73.86246587880761,73.69943852993464,73.6874739680606,73.53014468987087,73.4994250518035,73.36003410942757,73.25215477832427,73.07040186873849,72.99768417944624,72.89126562185218,72.75930996613111,72.59733108482082,72.5284503448689,72.38303007317198,72.26093654877286,72.20717112970746,72.12528158528157,71.98443057941519,71.88469334227848,71.80323380730458,71.75152999223926,71.6028024038899,71.60051311410876,71.50362719271735,71.50169696224647,71.36383721464797,71.19602293262295,71.06281910436739,70.9896141132857,70.92491238773904,70.79867512124724,70.68273862938644,70.51050489211569,70.38697242730159,70.31597012716877,70.30252954226938,70.22413053335688,70.08131654481859,69.94171175083491,69.84070673059388,69.82748526457964,69.72704067290557,69.69408397207611,69.60852630087912,69.54240093492166,69.40817565424666,69.30370372270362,69.18125587874913,68.9821785418007,68.91237111255276,68.88015238402406,68.70024397262416,68.59776796943078,68.47566072851963,68.41097458307452,68.33834008769995,68.17353148116338,68.0240240972424,67.8828325789309,67.86581558298383,67.71926927341703,67.56453237363333,67.42599042098487,67.28759382047696,67.23141527377123,67.03278768367518,67.0158440243771,66.91983181528667,66.80534965712103,66.67712478126262,66.52021966960062,66.51376391931683,66.41651760497611,66.27003762301395,66.19634351935223,66.13914552067405,66.02483691122738,65.96988456655448,65.9420526413249,65.86815336421928,65.7234408215457,65.67775619382968,65.5050310751148,65.42620318290112,65.2323249440471,65.22837733624024,65.04488110347272
TRAIN_0271,689,230.0,260.0,348.0,304.0,3.0,3.0,3.0,3.0,2.9,2.9,2.9,2.9,2.8,2.8,2.8,2.7,2.7,2.7,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.4,2.4,2.4,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2.0,2.0,2.0,2.0,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.7,1.7,1.7,1.6,1.6,1.6,1.5,1.5,1.5,1.5,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,82.82031620451538,82.76367830414465,82.56907142865143,82.52903459941729,82.44203551514359,82.34743770634161,82.25990585757319,82.25623028929176,82.13352789521363,82.06884519466432,81.93404930544773,81.74962728560946,81.72926820642647,81.6655983375459,81.47612335373495,81.33468440947412,81.30251350310499,81.1787742945217,81.0577273548787,80.95302186484274,80.79586636698457,80.68018078726324,80.6661253300984,80.48608631919889,80.46867872109627,80.29105892075343,80.15251034432734,80.05114478381579,79.96598761203644,79.89762564089655,79.82349260488976,79.73776792926968,79.67390406696576,79.59667297032208,79.55334680477986,79.5218169745907,79.35918853816594,79.3364484569805,79.31307168500592,79.28999003637405,79.2062462679998,79.18370505092679,79.18079917634098,79.00336005553667,78.97074446527698,78.87897870801909,78.75483826113823,78.63153469192157,78.53437026959865,78.42799635153085,78.28796026295622,78.25208653074823,78.20598497889151,78.11958177955049,78.01461333093556,77.94477348790454,77.7449738430686,77.69179680019562,77.54195171045974,77.35026509539463,77.3307983442994,77.2091461727884,77.2015882702952,77.17135607910129,77.0691094715012,76.87392397673331,76.85193788591852,76.74655010690522,76.57461663153198,76.42223605350766,76.23297621054361,76.18200887056122,76.11380003433584,75.95142599011707,75.77566033323737,75.70362108331028,75.63611423876966,75.46615502944815,75.4576085229663,75.40477337540923,75.35220129847234,75.29383488250775,75.10332715005953,75.04098167562263,74.92358720405808,74.86041093330392,74.66339983057186,74.62671796787303,74.57176910507259
TRAIN_0272,167,231.0,379.0,392.0,385.5,4.6,4.6,4.6,4.5,4.5,4.4,4.4,4.3,4.3,4.2,4.2,4.1,4.1,4.0,4.0,3.9,3.9,3.8,3.8,3.7,3.7,3.6,3.6,3.5,3.5,3.5,3.4,3.4,3.3,3.2,3.2,3.2,3.1,3.1,3.0,3.0,2.9,2.9,2.8,2.8,2.7,2.7,2.6,2.6,2.5,2.5,2.4,2.4,2.3,2.3,2.2,2.2,2.1,2.1,2.0,2.0,1.9,1.9,1.8,1.8,1.7,1.7,1.6,1.6,1.5,1.5,1.4,1.4,1.3,1.3,1.3,1.2,1.1,1.1,1.0,1.0,1.0,0.9,0.9,0.8,0.8,0.7,0.7,0.6,0.6,0.5,0.0,0.0,0.0,75.6159531615586,75.54124433076812,75.51147788915269,75.39570032907933,75.20915274063242,75.12912087425254,75.06489383979248,74.94415679446394,74.91980403633846,74.90218274879898,74.84984502012857,74.75540376136168,74.59347090370925,74.41927832811858,74.39871300416604,74.30404775598264,74.2755678689969,74.23836442464834,74.05954454292475,73.9500763857809,73.86534808656509,73.75208323973096,73.70142906236093,73.597604691712,73.54086775114868,73.46799211081458,73.3231259700125,73.23238425023001,73.15306574631202,73.13739813423759,73.11560119767742,72.95256541659602,72.93973315281217,72.7928084757528,72.77387028340316,72.58123891586739,72.51767787313953,72.44716669828894,72.27376890888387,72.15866962420998,72.10081270032573,71.96017090192453,71.83341363188248,71.83039411262939,71.68705293717296,71.5606170882939,71.54523999623274,71.46366530180201,71.39676772863609,71.39279056550949,71.3504694483573,71.32853505538452,71.13561715954258,71.12662464952365,70.99365433887759,70.91083410154171,70.77318888521964,70.59361111226956,70.4766305931786,70.30642703662008,70.26379068533112,70.13910339880192,70.1164552723113,69.96956802046329,69.8426751195223,69.7586653578588,69.66946815167061,69.579453027391,69.5289904884585,69.4718356307886,69.37974688085158,69.22416746234981,69.19501223999802,69.04606889863997,68.90241031206772,68.81864508808003,68.71813306295482,68.673049838457,68.64682837522662,68.5401419704051,68.4767669590386,68.28063455337232,68.1707327918784,67.97544956855684,67.87077398557922,67.74381568682078,67.74019989901674,67.63732156723803,67.56409448684293
TRAIN_0273,149,218.0,289.0,380.0,334.5,4.8,4.7,4.7,4.6,4.6,4.5,4.5,4.4,4.4,4.3,4.3,4.2,4.2,4.1,4.1,4.0,4.0,3.9,3.9,3.8,3.8,3.7,3.7,3.6,3.6,3.5,3.5,3.4,3.4,3.3,3.3,3.2,3.2,3.1,3.1,3.0,3.0,2.9,2.9,2.8,2.8,2.7,2.7,2.6,2.6,2.5,2.5,2.4,2.4,2.3,2.3,2.2,2.2,2.1,2.1,2.0,2.0,1.9,1.9,1.9,1.8,1.8,1.7,1.7,1.6,1.6,1.5,1.4,1.4,1.3,1.3,1.3,1.2,1.2,1.1,1.0,1.0,0.9,0.9,0.8,0.8,0.7,0.7,0.6,0.6,0.5,0.0,0.0,0.0,79.91429830040927,79.84671845300952,79.77956225281555,79.71526911040837,79.52199031688382,79.41783358664588,79.36251883253586,79.30745862012965,79.16938617826472,79.1553047607969,79.08913691231763,79.01531634413146,78.84053803133489,78.66909039098047,78.53094550054251,78.4892673670433,78.41746128661563,78.36133001547802,78.34056755267315,78.23515482593116,78.03589156262811,77.96772931187151,77.7735600827232,77.7428054460981,77.62728608026272,77.47532461302882,77.34980936992211,77.29292239752368,77.09474268414641,77.02107830896716,76.88689491976285,76.73991289478056,76.56472890071602,76.41049380431569,76.23180351966772,76.13686459449487,76.0525779301739,75.97430202501607,75.90109214634458,75.71483074625407,75.64011235144717,75.46508583046862,75.43686676281119,75.26686439353018,75.2197157464172,75.09521543778317,75.06610631632198,74.87756529171357,74.85012253287684,74.80568270972024,74.72169871812814,74.53336165035866,74.41698161048637,74.31474337860398,74.1982536401586,74.18504499319252,74.08120555700769,73.9398950064059,73.8616001755394,73.77368193909966,73.60629615605512,73.51422314347238,73.42745265596314,73.38245335904078,73.21446824291016,73.02851387827604,72.88268090988386,72.69670576946737,72.5219732933688,72.43046841189968,72.34712383107765,72.18354595515397,72.12787971572558,72.00324275874316,71.99751297042363,71.88326294399069,71.80242806763731,71.71365265595189,71.52983994966506,71.47570329294248,71.34659366176008,71.22412916818242,71.08251866010664,71.03219038233102,70.93972503420957,70.87869688051877,70.84169491307269,70.73797203321686,70.57460229570115
TRAIN_0274,795,259.0,356.0,392.0,374.0,2.7,2.6,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.1,2.0,2.0,2.0,2.0,2.0,1.9,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.5,1.5,1.5,1.5,1.5,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.7,0.7,0.7,71.03046100516286,70.85249179856308,70.76323755457368,70.70274407925196,70.54361808078205,70.52229304171294,70.4104182305416,70.23344055932758,70.05824748313155,69.95969830816193,69.94054141302182,69.93181506255894,69.83937505501265,69.66305025549657,69.6297584067623,69.47109420099697,69.27836891225444,69.13185930217587,68.9364586371966,68.82047200317784,68.71853050466194,68.61659920824144,68.4883293328392,68.37382552553406,68.23352014261846,68.1919552271239,68.03435247230375,67.96064902491922,67.80189534863094,67.6708369818735,67.5893717312405,67.53350143724141,67.50208062487779,67.3125862389377,67.24565228862221,67.06557948868159,66.89025061738334,66.77480601610061,66.71027639585074,66.69866459056036,66.5784581526271,66.4194074326759,66.2323827146209,66.22869906555334,66.06704718336583,66.06029783536819,65.92693575063517,65.8029665876987,65.72019522921956,65.6712328345616,65.5137181852357,65.39486749631176,65.27463261369861,65.11406198585833,64.94286257179894,64.82197406063646,64.71681506099858,64.66634381159733,64.61576508313867,64.55018846136689,64.43382756102798,64.31348905620393,64.11641665187952,63.943500129528296,63.8730307127125,63.8359694075021,63.7366200156246,63.61584728283177,63.517176420674026,63.44738589682751,63.338078838217456,63.2089205939069,63.102592306324105,62.98725964327301,62.80081222018322,62.64230345167411,62.577239424633255,62.42815299294988,62.41131526026552,62.34951965655526,62.222882342634456,62.09793487388396,62.05994836160295,62.004105737565645,61.85867146768498,61.75643246263703,61.62327577929675,61.5357878479708,61.34648795912997
TRAIN_0275,273,242.0,416.0,471.0,443.5,4.4,4.4,4.3,4.3,4.2,4.2,4.1,4.1,4.0,4.0,4.0,3.9,3.9,3.8,3.8,3.7,3.7,3.6,3.6,3.6,3.5,3.5,3.4,3.4,3.3,3.3,3.2,3.2,3.1,3.1,3.1,3.0,3.0,2.9,2.9,2.8,2.8,2.7,2.7,2.6,2.6,2.6,2.5,2.5,2.4,2.4,2.3,2.3,2.2,2.2,2.2,2.1,2.1,2.0,2.0,1.9,1.9,1.8,1.8,1.8,1.7,1.7,1.6,1.6,1.6,1.5,1.5,1.4,1.4,1.3,1.3,1.2,1.2,1.2,1.1,1.1,1.0,1.0,0.9,0.9,0.9,0.8,0.8,0.7,0.7,0.6,0.6,0.5,0.0,76.92561964667597,76.8217675654258,76.72631059221787,76.63846492030112,76.50355096817664,76.50076421775645,76.3064875083905,76.15732334529207,76.09427246484015,76.0391663530794,75.91518689694475,75.79832829946061,75.77152612498766,75.73005356864695,75.56644535907881,75.49402565402353,75.34278326835725,75.17987092338234,75.02425571090733,74.8811895616157,74.69189789968263,74.62321452735655,74.42960714122299,74.42597901839224,74.37982265909577,74.31721259878934,74.27555829862186,74.08205158679603,73.93742053668102,73.79470014781273,73.6832993142603,73.55157152160942,73.52191756050433,73.48782611774249,73.35485957355054,73.16493536812254,73.02844884847515,72.8333894747101,72.68145395847169,72.61712956950808,72.58561195187052,72.47530171637733,72.43753476446668,72.29638311757594,72.24567070324996,72.1337205197257,71.95654016733928,71.92313362882547,71.88469876379679,71.74736636670183,71.70646549761062,71.6246232490456,71.57780291843032,71.40380583034506,71.31983897511591,71.21605218562348,71.14192392085616,70.94566106422081,70.8096324295763,70.61265882181223,70.43179023148936,70.3174136857519,70.19265266645303,70.04608658416294,69.89860488825923,69.73415158005547,69.68326248020588,69.60367193977723,69.40941229785163,69.25563512372555,69.20160600987724,69.05792030165217,68.9934011225726,68.96408976202066,68.96054519367729,68.78442822488601,68.71910921719947,68.538406022467,68.40407047678106,68.2174898203993,68.15669400152949,68.03087631231439,67.9831431124295,67.92189508812989,67.8461344686042,67.83881189882102,67.75845370143202,67.57256053751472,67.38412506056233
TRAIN_0276,633,239.0,292.0,420.0,356.0,3.1,3.0,3.0,3.0,3.0,2.9,2.9,2.9,2.8,2.8,2.8,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.1,2.1,2.1,2.0,2.0,2.0,2.0,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.5,1.5,1.5,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.1,1.1,1.1,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.6,0.6,72.79809471484644,72.71027227798433,72.70868292838324,72.64410753434679,72.5230924679935,72.48111625978478,72.38325816828038,72.23467679432251,72.07106678890715,71.93561910732319,71.90060186132261,71.77332509799497,71.61522889728181,71.6038114671609,71.4059793208425,71.28271510289224,71.19305957353068,71.05246541856896,70.95250768927319,70.81861937646694,70.63103324182848,70.55646696673486,70.44664173461788,70.42818912599486,70.29460852149427,70.16141650738405,70.09217076517731,70.03979771889071,69.9415849178896,69.77736330609154,69.66708955041392,69.57303241492987,69.53640724747066,69.50556670117496,69.31325124957513,69.11678408954609,69.11307321560224,68.98090882825015,68.86186784655544,68.74867147937523,68.67105929762053,68.65218132355177,68.60856667074991,68.5078578074071,68.42314341107063,68.3350722642679,68.25373849384523,68.09261254778139,68.08886583776564,67.94272213444776,67.80973572542678,67.74077574942505,67.6205976288892,67.57492892641378,67.45100720940749,67.27989132357196,67.15380300077246,67.0656246522798,67.04311533782013,67.00516840625066,66.94017976952422,66.77205226319751,66.65023134345452,66.54276780765437,66.36854236551946,66.26965768874359,66.10547891795618,65.99140608043463,65.86630542820872,65.75076577172284,65.61298858178009,65.53960446451065,65.41930521227657,65.24368702786315,65.10762367284664,64.90977668647682,64.73389893541113,64.6759277657448,64.56761791985404,64.44594799190871,64.24827873873191,64.13683576063806,63.96681173695467,63.79287152531465,63.63987812833721,63.44975618043624,63.33627649729623,63.1557167413569,63.0004939139551
TRAIN_0277,216,221.0,360.0,393.0,376.5,4.1,4.1,4.1,4.0,4.0,3.9,3.9,3.8,3.8,3.8,3.7,3.7,3.6,3.6,3.5,3.5,3.5,3.4,3.4,3.3,3.3,3.2,3.2,3.2,3.1,3.1,3.0,3.0,3.0,2.9,2.9,2.8,2.8,2.7,2.7,2.7,2.6,2.6,2.6,2.5,2.5,2.4,2.4,2.4,2.3,2.3,2.2,2.2,2.2,2.1,2.1,2.0,2.0,1.9,1.9,1.9,1.8,1.8,1.7,1.7,1.6,1.6,1.5,1.5,1.5,1.4,1.4,1.3,1.3,1.2,1.2,1.1,1.1,1.1,1.0,1.0,0.9,0.9,0.9,0.8,0.8,0.7,0.7,0.7,0.6,0.6,0.5,0.0,0.0,74.17557592235012,74.11721295001007,73.92240022954132,73.89552320067114,73.75556504165252,73.73292780595092,73.62483306172253,73.48019009572425,73.46909893946372,73.40667735342832,73.28862069624336,73.26574777429,73.19018699088747,73.00997021466723,72.87500383272193,72.75714676714631,72.63675510396911,72.4380022007636,72.37722864514772,72.27192474964477,72.19405865924612,72.03750296523464,71.85512140196032,71.81045674100585,71.77873085057175,71.69971628929038,71.54066637236842,71.4803721281834,71.30556532770683,71.27335206590236,71.26399540810047,71.10894256330668,71.02650740905236,70.9063675906507,70.78918551313964,70.61296740934495,70.41551032953105,70.24842039072776,70.22816049673428,70.04658147947593,70.02715860822086,70.008630930304,69.93734706342232,69.90595915153177,69.79279975101883,69.78951590792299,69.78591917355466,69.76846285339829,69.7383912836285,69.60187983404575,69.43900114326554,69.31830249016555,69.28463323470244,69.2517088613711,69.11989575742861,69.05509992127391,68.9046120057681,68.84418104924009,68.64540448156271,68.57618770385392,68.51389861043441,68.38308498852211,68.21393818839427,68.12824090498984,67.93071351808263,67.81541159884189,67.767963608753,67.60974333830522,67.45433964811788,67.33066557213314,67.15065523172036,67.0428639404757,66.89413310982366,66.87292702479618,66.83779546663988,66.77055859354024,66.58554812957819,66.4487651266985,66.30133412143542,66.15632696850136,66.0282145734789,65.97473656479808,65.86815601762588,65.77088821487082,65.74920200893999,65.59149141446679,65.48806563580014,65.43258414548741,65.23394869184177
TRAIN_0278,59,272.0,313.0,366.0,339.5,4.9,4.9,4.8,4.8,4.7,4.7,4.6,4.6,4.5,4.5,4.4,4.4,4.3,4.3,4.2,4.2,4.1,4.1,4.0,4.0,3.9,3.8,3.8,3.7,3.7,3.6,3.6,3.5,3.5,3.4,3.4,3.4,3.3,3.3,3.2,3.2,3.1,3.1,3.0,3.0,2.9,2.9,2.8,2.7,2.7,2.7,2.6,2.6,2.5,2.5,2.4,2.4,2.3,2.3,2.2,2.2,2.1,2.0,2.0,1.9,1.9,1.8,1.8,1.7,1.7,1.6,1.6,1.5,1.5,1.4,1.4,1.3,1.3,1.2,1.2,1.1,1.1,1.0,1.0,0.9,0.9,0.8,0.8,0.7,0.7,0.6,0.6,0.5,0.0,72.00290405665869,71.84939952787214,71.76525286058904,71.70324669876953,71.55435690902823,71.51221831414891,71.38583994301959,71.21318127975726,71.05825905439319,70.96346396250595,70.90868469041378,70.80017958528056,70.65826357965406,70.64295442787099,70.53506195510563,70.39339595322801,70.35999112869835,70.25628830877123,70.24016721561244,70.08536931693081,69.88964693641978,69.84360761683118,69.77353508949375,69.59475123238519,69.51483529742681,69.48413143285055,69.32241513825763,69.17097539160459,69.14231567235568,69.02017223151287,68.85187286713786,68.82562544380481,68.62950965227887,68.57825833547427,68.4318389787706,68.26379179444993,68.24821425318213,68.14623150366059,68.10955806015117,68.07809758273719,67.89664610228814,67.84104062255837,67.7581111300781,67.74562346939746,67.64103283607916,67.62097540355906,67.494800606304,67.46874339251114,67.37279224903888,67.34711123973138,67.24301419511517,67.10031353829814,66.9171505114776,66.73401036350296,66.69971274188445,66.65078477333684,66.56877334854408,66.46842555030243,66.41944479427939,66.3213005449475,66.14711966846328,65.99102416091606,65.89016991525646,65.85688803839277,65.71437673076943,65.60223287808985,65.46723166011255,65.38027363121235,65.27725767344874,65.27043726155236,65.17264569602949,65.00514311950099,64.9941522178716,64.94908391817076,64.9472421798513,64.83040180496333,64.6775867613931,64.62368730739462,64.58844011276291,64.39427478148241,64.2621931215181,64.15536191415934,63.967172670325496,63.91319986711084,63.75412877400782,63.59146984417692,63.46005985517082,63.34729949270188,63.30986199298606
